Source.Name,ITEM_NAME,ITEM_DESC,ITEM_PRICE
Limori,Shimofuri Beef Roll,"Shimofuri Beef Roll
8 pieces
with beef, avocado, cucumber, chives, cream cheese and Shimofuri sauce
May contain traces of nuts  €13.90",13.9
Limori,Softshellcrab Roll,"Softshellcrab Roll8 pieces
with softshell crab, avocado, cucumber, tobikko and wasabi sauce  €13.90",13.9
Limori,Spider Roll,"Spider Roll8 pieces
with shrimp tempura, avocado, cucumber, sesame, chives and teriyaki sauce  €13.90",13.9
Limori,Unagi Out Roll,"Unagi Out Roll4 pieces
with grilled eel, avocado, surimi, cucumber, leek, mayonnaise, sesame and unagi sauce  €14.00",14.0
Limori,Iimori Special Roll,"Iimori Special Roll8 pieces
with salmon, leek, bell pepper, cream cheese, cress and miso sauce  €14.20",14.2
Limori,Salmon Maki,Salmon Makihosomaki with salmon  €6.30,6.3
Limori,Tekka Maki,"Tekka Makihosomaki with tuna
  €6.80",6.8
Limori,Cucumber Maki,"Cucumber Maki6 pieces
hosomaki with cucumber  €4.50",4.5
Limori,Avocado Maki,"Avocado Maki6 pieces
hosomaki with avocado  €5.40",5.4
Limori,Sushi Rice,Sushi Rice  €2.00,2.0
Limori,Regular Rice,Regular Rice  €2.00,2.0
Limori,Sushi Ginger,Sushi Ginger  €3.00,3.0
Limori,Yamasa Soja Sauce,Yamasa Soja Sauce  €4.50,4.5
Limori,Chocolate Croissant,Chocolate CroissantThe dish was made with chocolate and may contain traces of nuts  €1.00,1.0
Limori,Raisin Croissant,Raisin Croissant  €1.00,1.0
Limori,Baguette,Baguette  €1.80,1.8
Limori,Croissant,Croissant  €1.50,1.5
Limori,Apple Pocket,Apple Pocket  €2.00,2.0
Limori,Melon Pan,Melon Pan  €2.50,2.5
Limori,Gateau au Chocolate,Gateau au ChocolateThe dish was made with chocolate and may contain traces of nuts  €4.80,4.8
Limori,Roll Cake Blueberry,Roll Cake Blueberry  €4.80,4.8
Limori,Roll Cake Strawberry,Roll Cake Strawberry  €4.80,4.8
Limori,Roll Cake Green Tea,Roll Cake Green Tea  €4.80,4.8
Limori,Roll Cake Mont Blanc,"Roll Cake Mont Blancwith chestnuts
  €4.80",4.8
Limori,Whole Green Tea Cake,Whole Green Tea Cake  €29.00,29.0
Limori,Whole NY Cheese Cake,Whole NY Cheese Cake  €29.00,29.0
Limori,Whole Gateau au Chocolate,Whole Gateau au ChocolateThe dish was made with chocolate and may contain traces of nuts  €29.00,29.0
Limori,"Yvon Mau Colombard Chardonnay 0,75l  ","Yvon Mau Colombard Chardonnay 0,75l  11,00%VOL, 20,00  €/L  
white wine  €15.00",15.0
Limori,"Finca Valdelagunde Cuvee Especial 0,75l  ","Finca Valdelagunde Cuvee Especial 0,75l  13,50%VOL, 21,33  €/L  
white wine  €16.00",16.0
Limori,"2015 Volratz Vom Schloss Vollrads 0,75l  ","2015 Volratz Vom Schloss Vollrads 0,75l  12,50%VOL, 28,00  €/L  
white wine  €21.00",21.0
Limori,"2016 Avanzi Lugana di Sirmione 0,75l  ","2016 Avanzi Lugana di Sirmione 0,75l  13,00%VOL, 9,09  €/L   
white wine  €24.00",24.0
Limori,"Cherrier Pere & Fils Sancerre Blanc 0,75l  ","Cherrier Pere & Fils Sancerre Blanc 0,75l  12,50%VOL, 34,67  €/L  
white wine  €26.00",26.0
Limori,"Agronavarra Esquilache Tempranillo 0,75l  ","Agronavarra Esquilache Tempranillo 0,75l  14,00%VOL, 14,67  €/L   
red wine  €11.00",11.0
Limori,"2015 Bisanzio Montepulciano D'Abruzzo 0,75l  ","2015 Bisanzio Montepulciano D'Abruzzo 0,75l  13,00%VOL, 37,33  €/L   
red wine  €14.00",14.0
Limori,"Today my Name is Queen 0,75l  ","Today my Name is Queen 0,75l  10,00%VOL, 21,33  €/L    €16.00",16.0
Limori,"Choya Original 0,72l","Choya Original 0,72l  10,00%VOL, 13,89  €/L    €16.00",16.0
Limori,"Hakkaisan Sake 0,72l","Hakkaisan Sake 0,72l  15,5%VOL, 44,44  €/L    €32.00",32.0
Limori,"Fujisan Whisky 0,7l","Fujisan Whisky 0,7l40,00%VOL, 90,00  €/L    €63.00",63.0
Ma Pasta,Base Salad,"Base Salad mixed salad of the season with cherry tomatoes, cucumber, corn and olives   €8.95",8.95
Ma Pasta,Arugula salad,"Arugula saladarugula Salad with mozzarella, olives, basil pesto, cherry tomatoes and pine nuts  €8.95",8.95
Ma Pasta,Pasta Pomodoro,Pasta Pomodorowith tomato sauce and parmesan  €9.45,9.45
Ma Pasta,Pasta Salvia,"Pasta Salviawith fresh sage, parmesan, butter and white wine  €8.95",8.95
Ma Pasta,Pasta Ricotta,"Pasta Ricottawith pesto made from fresh spinach, almonds, ricotta, cherry tomatoes and arugula  €11.45  Popular",11.45
Ma Pasta,Pasta Peperoncino,"Pasta Peperoncinowith chili peppers, cherry tomatoes, garlic and olive oil  €10.45",10.45
Ma Pasta,Pasta Pesto Verde,"Pasta Pesto Verdewith basil pesto, olive oil, parmesan, roasted pine nuts and arugula  €11.45  Popular",11.45
Ma Pasta,Pasta Pesto Rosso,"Pasta Pesto Rossowith pesto made from sun-dried tomatoes, sheep's cheese, olives and arugula  €11.45",11.45
Ma Pasta,Pasta Verdure,"Pasta Verdurewith broccoli, champignons, courgette and garlic-olive oil  €12.45",12.45
Ma Pasta,Pasta Funghi,"Pasta Funghiwith champignons, Parmesan and a hearty herb-cream sauce  €11.45  Popular",11.45
Ma Pasta,Pasta Pancetta,"Pasta Pancettawith tomato sauce, bacon, red onions, chili peppers and olives  €11.45",11.45
Ma Pasta,Pasta Carbonara,"Pasta Carbonara
with bacon, egg yolk, cream sauce and fresh parmesan  €11.45  Popular",11.45
Ma Pasta,Pasta Ortolana,"Pasta Ortolanawith Gorgonzola, spinach and herbal cream sauce  €11.45",11.45
Ma Pasta,Pasta di Capra,"Pasta di Caprawith goat cream cheese, sun-dried tomatoes, thyme, chopped walnuts and aromatic forest honey  €11.45",11.45
Ma Pasta,Pasta Fitness,"Pasta Fitnesswith chicken strips, caramelized cherry tomatoes, champignons, broccoli and parmesan  €14.45",14.45
Ma Pasta,Pasta Tartufata,"Pasta Tartufatawith black truffle pesto, parmesan, pine nuts, cherry tomatoes, arugula and butter  €14.45",14.45
Ma Pasta,Pasta Salmone,"Pasta Salmonewith salmon fillet, spinach and delicate creamy white wine sauce  €15.45  Popular",15.45
Ma Pasta,Pasta Gamberetti,"Pasta Gamberettiwith scampis, zucchini, cherry tomatoes, fresh herbs and white wine  €15.45",15.45
Ma Pasta,Pasta Mare,"Pasta Marewith seafood, garlic, tomato sauce and white wine  €15.45",15.45
Ma Pasta,Pasta Mango-Chili-Pesto,"Pasta Mango-Chili-Pestowith goat cream cheese, mango, chilli, roasted almonds and arugula  €13.45",13.45
Ma Pasta,Pasta Chorizo,"Pasta Chorizowith chorizo, chili, cherry tomatoes, olives fried in garlic and herbs with parmesan  €14.45",14.45
Ma Pasta,Lasagne Caprese,"Lasagne Capresefilled with mozzarella, cherry tomatoes, pine nuts, fresh basil, in pesto cream sauce and baked with mozzarella  €13.95",13.95
Ma Pasta,Lasagne Spinaci,"Lasagne Spinacifilled with fresh spinach, ricotta cheese, cherry tomatoes, herbs in a spinach pesto cream sauce and baked with mozzarella  €13.95",13.95
Ma Pasta,Lasagne Capra,"Lasagne Caprafilled with goat cream cheese, sun-dried tomatoes, walnuts, in creamy thyme sauce, forest honey and gratinated with cheese  €13.95",13.95
Ma Pasta,Lasagne Salmone,"Lasagne Salmonefilled with salmon, fresh spinach cheese, in a herb cream sauce and gratinated with cheese  €14.95",14.95
Ma Pasta,Lasagne Tartufata,"Lasagne Tartufatafilled with fresh mushrooms, cheese and cherry tomatoes in black truffle pesto cream sauce and gratinated with parmesan  €14.95",14.95
Ma Pasta,Tiramisu Classic,Tiramisu Classichomemade  €3.95,3.95
Ma Pasta,"Acqua Panna Still 0,25l  ","Acqua Panna Still 0,25l   inclusive 0,15  € Pfand, 10,40  €/L     €2.60",2.6
Ma Pasta,"San Pellegrino Aranciata 0,33l","San Pellegrino Aranciata 0,33l   inclusive 0,25  € deposit, 9,61  €/L  
  €3.00",3.0
Ma Pasta,"San Pellegrino Limonata 0,33l","San Pellegrino Limonata 0,33l   inclusive 0,25  € deposit, 9,61  €/L  
  €3.00",3.0
Ma Pasta,"Proviant Limo Zitrone 0,33l","Proviant Limo Zitrone 0,33l   inclusive 0,08  € deposit, 10,61  €/L  
  €3.50",3.5
Ma Pasta,"Proviant Limo Rhubarb 0,33l","Proviant Limo Rhubarb 0,33l   inclusive 0,08  € deposit, 10,61  €/L  
  €3.50",3.5
Ma Pasta,"Provision Apple Spritzer 0,33l","Provision Apple Spritzer 0,33l   inclusive 0,08  € deposit, 10,61  €/L  
  €3.50",3.5
Ma Pasta,"Capri-Sun 0,2l","Capri-Sun 0,2l  5,00  €/L     €1.00",1.0
Ma Pasta,"Radler Moretti 0,33l","Radler Moretti 0,33l  0,2%VOL, incl. 0,08  € deposit, 10,61  €/L    €3.50",3.5
Ma Pasta,"Birra Moretti Zero 0,33l","Birra Moretti Zero 0,33l  0,5%VOL, incl. 0,08  € deposit, 10,61  €/L    €3.50",3.5
Ma Pasta,"Moretti Beer 0,33l","Moretti Beer 0,33l  4,6%VOL, incl. 0,08  € deposit, 10,61  €/L    €3.50",3.5
Main Kebab,Kebab in Flatbread,Kebab in Flatbreadwith salad and sauce  €4.50,4.5
Main Kebab,"Kebab in Flatbread with Soft Cheese, Salad and Sauce","Kebab in Flatbread with Soft Cheese, Salad and Sauce  €5.00",5.0
Main Kebab,"Kebab in Flatbread with extra Meat, Salad and Sauce","Kebab in Flatbread with extra Meat, Salad and Sauce  €5.50",5.5
Main Kebab,Durum Kebab,Durum Kebabwith salad and sauce  €5.00,5.0
Main Kebab,"Durum Kebab with extra Meat, Salad and Sauce","Durum Kebab with extra Meat, Salad and Sauce  €5.50",5.5
Main Kebab,"Durum Kebab with Soft Cheese, Salad and Sauce","Durum Kebab with Soft Cheese, Salad and Sauce  €5.20",5.2
Main Kebab,"Kebab with Rice, Salad and Sauce","Kebab with Rice, Salad and Sauce  €7.50  Popular",7.5
Main Kebab,"Kebab Plate with French Fries, Salad and Sauce","Kebab Plate with French Fries, Salad and Sauce  €7.50",7.5
Main Kebab,"Kebab Plate with Vegetables, Salad and Sauce","Kebab Plate with Vegetables, Salad and Sauce  €7.50  Popular",7.5
Main Kebab,"Kebab Plate with extra Meat, Salad and Sauce","Kebab Plate with extra Meat, Salad and Sauce  €7.50  Popular",7.5
Main Kebab,"Iskender Kebab with fresh Bread, Tomato, Yogurt Sauce and Lettuce","Iskender Kebab with fresh Bread, Tomato, Yogurt Sauce and LettuceDish may differ from photos  €9.00",9.0
Main Kebab,"Iskender Kebab Rolled up with Tomatoes, Yogurt Sauce and Salad","Iskender Kebab Rolled up with Tomatoes, Yogurt Sauce and Salad  €9.50  Popular",9.5
Main Kebab,Kebab Box,"Kebab Boxwith french fries and sauce, portion of your choice  €3.30",3.3
Main Kebab,Kebab Calzone,"Kebab Calzonewith tomato sauce, cheese, rotisserie meat and onions  €6.50",6.5
Main Kebab,Vegetable Kebab,Vegetable Kebabwith vegetables  €5.50,5.5
Main Kebab,Cevapcici,Cevapciciwith a side dish of your choice  €8.50,8.5
Main Kebab,Lahmacun,Lahmacunwith salad and sauce  €3.50,3.5
Main Kebab,"Lahmacun with Soft Cheese, Salad and Sauce","Lahmacun with Soft Cheese, Salad and Sauce  €4.00",4.0
Main Kebab,"Lahmacun with Kebab Meat, Salad and Sauce","Lahmacun with Kebab Meat, Salad and Sauce  €4.50",4.5
Main Kebab,"Lahmacun with Kebab Meat, Soft Cheese, Salad and Sauce","Lahmacun with Kebab Meat, Soft Cheese, Salad and Sauce  €5.50",5.5
Main Kebab,Lahmacun Plate,"Lahmacun Platewith 2 lahmacun, salad and sauce  €6.00",6.0
Main Kebab,Pizza Tonno,Pizza Tonnowith tuna  €5.50,5.5
Main Kebab,Pizza Funghi,Pizza Funghiwith champignons  €5.50,5.5
Main Kebab,Pizza Salami,Pizza Salamiwith salami  €6.00,6.0
Main Kebab,Pizza Sucuk,Pizza Sucukwith turkish garlic salami  €5.50,5.5
Main Kebab,Pizza Vegetarian,"Pizza Vegetarianwith champignons, fresh tomatoes, bell peppers, chili peppers, onions and olives  €5.50",5.5
Main Kebab,"Falafel Plate with Rice, Salad and Sauce","Falafel Plate with Rice, Salad and Sauce  €6.50",6.5
Main Kebab,"Falafel Plate with French Fries, Salad and Sauce","Falafel Plate with French Fries, Salad and Sauce  €6.50",6.5
Main Kebab,Vegetarian Plate,"Vegetarian Platewith falafel, rice, puff pastry rolls, various vegetable salad and sauce  €7.00",7.0
Main Kebab,Falafel Plate with various Vegetables,Falafel Plate with various Vegetables  €6.50,6.5
Main Kebab,Falafel Durum,Falafel Durumwith salad and sauce  €4.00,4.0
Main Kebab,Vegetarian Sandwich,"Vegetarian Sandwichwith cheese, salad and sauce  €4.00",4.0
Main Kebab,Sigara Boregi Puff Pastry Rolls,Sigara Boregi Puff Pastry Rolls5 pieces  €3.50,3.5
Main Kebab,Sigara Böregi Puff Pastry Roll Plate,"Sigara Böregi Puff Pastry Roll Plate4 pieces, with salad and sauce  €5.00",5.0
Main Kebab,Kebab Burger,Kebab Burger  €3.50,3.5
Main Kebab,Kebab Cheeseburger,Kebab Cheeseburger  €4.00,4.0
Main Kebab,Hamburger,Hamburger  €4.50,4.5
Main Kebab,Cheeseburger,Cheeseburger  €4.90,4.9
Main Kebab,Kebab in Flatbread Menu,Kebab in Flatbread Menu  €7.70  Popular,7.7
Main Kebab,Chicken Nuggets Menu,Chicken Nuggets Menu   €7.70,7.7
Main Kebab,Durum Kebab Menu,Durum Kebab Menu  €7.70,7.7
Main Kebab,Vegetarian Menu,Vegetarian Menu   €7.70,7.7
Main Kebab,Lahmacun Rotisserie Menu,Lahmacun Rotisserie Menu  €7.70,7.7
Main Kebab,Lahmacun Cheese Menu,Lahmacun Cheese Menu   €7.70,7.7
Main Kebab,Falafel Sandwich Menu,Falafel Sandwich Menu  €7.70,7.7
Main Kebab,Falafel Durum Menu,Falafel Durum Menu  €7.70,7.7
Main Kebab,Hamburger Menu,Hamburger Menu   €7.70,7.7
Main Kebab,Cheeseburger Menu,Cheeseburger Menu   €7.70,7.7
Main Kebab,Mixed Salad 1,Mixed Salad 1with sauce  €4.00,4.0
Main Kebab,Mixed Salad 2,Mixed Salad 2with cheese and sauce  €4.50,4.5
Main Kebab,Mixed Salad 3,Mixed Salad 3with kebab meat and sauce  €5.00,5.0
Main Kebab,Mixed Salad 4,Mixed Salad 4 with tuna and sauce  €4.00,4.0
Main Kebab,Farmer's Salad with Cheese and Sauce,Farmer's Salad with Cheese and Sauce  €4.50,4.5
Main Kebab,Farmer's Salad with Kebab Meat and Sauce,Farmer's Salad with Kebab Meat and Sauce  €5.50,5.5
Main Kebab,Pide,Pide served with a mixed salad  €5.50,5.5
Main Kebab,Chicken Nuggets,Chicken Nuggets6 pieces  €4.50,4.5
Main Kebab,Portion of Rice,Portion of Rice   €4.50,4.5
Main Kebab,Baklava,Baklava3 pieces  €4.50,4.5
Main Kebab,"Hayat Water 0,33l","Hayat Water 0,33l   inclusive 0,15  € deposit, 3,03  €/L    €1.50",1.5
Main Kebab,"Mezzo Mix 0,33l","Mezzo Mix 0,33l   contains caffeine 6,0 mg/100ml, incl. 0,25  € deposit, 3,03  €/L    €1.50",1.5
Main Kebab,"Mezzo Mix 1,0l","Mezzo Mix 1,0lcontains caffeine 6,0 mg/100ml, incl. 0,15  € deposit, 3,00  €/L    €3.00",3.0
Main Kebab,"Coca-Cola® 0,33l","Coca-Cola® 0,33l   contains caffeine 10,0 mg/100ml, incl. 0,25  € deposit, 3,03  €/L    €1.50",1.5
Main Kebab,"Sender Water Sprakling  0,33l","Sender Water Sprakling  0,33l   inclusive 0,15  € deposit, 3,03  €/L    €1.50",1.5
Main Kebab,"Coca-Cola® 1,0l","Coca-Cola® 1,0lcontains caffeine 10,0 mg/100ml, incl. 0,15  € deposit, 3,00  €/L    €3.00",3.0
Main Kebab,"Coca-Cola® Light 0,33l","Coca-Cola® Light 0,33l  contains caffeine 12,0 mg/100ml, incl. 0,25  € deposit, 3,03  €/L    €1.50",1.5
Main Kebab,"Coca-Cola® Light 1,0l","Coca-Cola® Light 1,0lcontains caffeine 12,0 mg/100ml, incl. 0,15  € deposit, 3,00  €/L    €3.00",3.0
Main Kebab,"Fanta 0,33l","Fanta 0,33l   incl. 0,25  € deposit, 3,00  €/L    €1.50",1.5
Main Kebab,"Fanta 1,0l","Fanta 1,0l inclusive 0,15  € deposit, 3,00  €/L    €3.00",3.0
Main Kebab,"Sprite 0,33l","Sprite 0,33l   inclusive 0,25  € deposit, 3,03  €/L    €1.50",1.5
Main Kebab,"Sprite 1,0l","Sprite 1,0l inclusive 0,15  € deposit, 3,00  €/L    €3.00",3.0
Main Kebab,"Red Bull Energy Drink 0,25l  ","Red Bull Energy Drink 0,25l  contains caffeine 32,0 mg/100 ml, incl. 0,25  € deposit, 8,00  €/L    €2.00",2.0
Main Kebab,"Uludag Gazoz 0,33l","Uludag Gazoz 0,33l   inclusive 0,25  € deposit, 3,03  €/L    €1.50",1.5
Main Kebab,"Freeway Apfelschorle 0,33l","Freeway Apfelschorle 0,33l   inclusive 0,15  € deposit, 6,06  €/L    €2.00",2.0
Main Kebab,"Ayran Ayyo 0,25l  ","Ayran Ayyo 0,25l  6,00  €/L    €1.50",1.5
Main Kebab,"Beck's 0,33l","Beck's 0,33l  4,9%VOL, incl. 0,08  € deposit, 4,55  €/L    €1.50",1.5
Main Kebab,"Krombacher Pils 0,33l","Krombacher Pils 0,33l  4,8%VOL, incl. 0,08  € deposit, 4,55  €/L    €1.50",1.5
Main Kebab,"Warsteiner 0,33l","Warsteiner 0,33l  4,8%VOL, incl. 0,08  € deposit, 4,55  €/L    €1.50",1.5
Main Kebab,"Binding Römer Pils 0,33l","Binding Römer Pils 0,33l  4,9%VOL, incl. 0,15  € deposit, 4,55  €/L  
  €1.50",1.5
Main Kebab,"Augustiner Lager Edelstoff 0,5l  ","Augustiner Lager Edelstoff 0,5l  5,6%VOL, incl. 0,08  € deposit, 6,06  €/L    €2.00",2.0
Milch und Zucker,Yogurt with Muesli and Fruit,Yogurt with Muesli and Fruit  €7.50,7.5
Milch und Zucker,Fruit Salad,Fruit Salad  €6.50,6.5
Milch und Zucker,Shakshuka,Shakshukapoached egg in spicy tomato stock with oriental spices and bread  €6.50,6.5
Milch und Zucker,Brioche with Wild Herbs,"Brioche with Wild Herbswith bacon, fried egg and cheddar cheese  €6.50",6.5
Milch und Zucker,Brioche with Ham,Brioche with Hamwith fried egg and cheddar cheese  €6.50,6.5
Milch und Zucker,Brioche with Avocado,"Brioche with Avocadowith fried egg, bacon and cheddar cheese  €7.50  Popular",7.5
Milch und Zucker,Croque Monsieur,"Croque Monsieurwith white bread, boiled ham, mountain cheese and bechamel sauce  €7.50  Popular",7.5
Milch und Zucker,Croque Madame,"Croque Madamewith white bread, boiled ham, Gouda cheese, fried egg and bechamel sauce  €8.50  Popular",8.5
Milch und Zucker,Avocado Club,"Avocado Clubbrioche mit Avocado, Paprika, getrockneten Tomaten und Wildkräuter  €8.50  Popular",8.5
Milch und Zucker,Club Sandwich,"Club Sandwichbrioche with pulled chicken breast, crispy bacon, tomatoes, lettuce and fried egg  €8.50  Popular",8.5
Milch und Zucker,Cold Flakes with Apple,Cold Flakes with Applewith almond and chia  €5.50,5.5
Milch und Zucker,Cold Flakes with Berries,Cold Flakes with Berrieswith coconut and chia  €5.50,5.5
Milch und Zucker,Cold Flakes with Banana,Cold Flakes with Bananawith chocolate and chia  €5.50,5.5
Milch und Zucker,Hot Flakes with Nutella,"Hot Flakes with Nutellaoatmeal with shortbread
The dish has been prepared chocolate and may contain traces of nuts.  €7.50",7.5
Milch und Zucker,Hot Flakes with Coconut,Hot Flakes with Coconutoatmeal with berries and yogurt  €7.50,7.5
Milch und Zucker,Hot Flakes with Banana,Hot Flakes with Bananaoat flakes with chocolate and almonds  €7.50,7.5
Milch und Zucker,Hot Flakes with Fruits,Hot Flakes with Fruitsoatmeal with almonds  €7.50,7.5
Milch und Zucker,Hot Flakes with Applesauce,Hot Flakes with Applesauceoatmeal with cinnamon and sugar  €7.50,7.5
Milch und Zucker,Hot Flakes with Nuts,Hot Flakes with Nutsoatmeal with Greek yogurt and honey  €7.50,7.5
Milch und Zucker,"Freshly Squeezed Orange Juice 0,2l","Freshly Squeezed Orange Juice 0,2l  22,50  €/L    €4.50",4.5
Milch und Zucker,"Fresh Orange Juice with Ginger 0,2l","Fresh Orange Juice with Ginger 0,2l  25,00  €/L    €5.00",5.0
Milch und Zucker,"Juice with Carrot, Orange, Ginger 0,2l","Juice with Carrot, Orange, Ginger 0,2l  25,00  €/L    €5.00",5.0
Milch und Zucker,"Juice with Apple and Fennel Celery 0,2l","Juice with Apple and Fennel Celery 0,2l  25,00  €/L    €5.00",5.0
Milch und Zucker,"Juice with Apple, Carrot and Ginger 0,2l","Juice with Apple, Carrot and Ginger 0,2l  25,00  €/L    €5.00",5.0
Milch und Zucker,"Juice with Apple, Carrot, Fennel, Celery and Ginger 0.2l","Juice with Apple, Carrot, Fennel, Celery and Ginger 0.2l  25,00  €/L    €5.00",5.0
MixiMixi,1 Large Spring Roll,"1 Large Spring Roll 2 pieces
in sweet and sour sauce with tiger prawns, crab meat, vegetables, chicken and minced meat   €6.00",6.0
MixiMixi,3 Chicken Skewers,"3 Chicken Skewers 2 pieces
in coconut almond marinade with peanut dip   €4.50",4.5
MixiMixi,5 Hokkaido-Gyoza,"5 Hokkaido-Gyoza4 pieces
with a filling of your choice   €4.00",4.0
MixiMixi,6 Vegetarian Mini Spring Rolls,6 Vegetarian Mini Spring Rolls 6 pieces  €3.20,3.2
MixiMixi,7 Tokyo Chicken Balls,7 Tokyo Chicken Balls 4 pieces  €5.50,5.5
MixiMixi,9 Fried Tiger Prawns,"9 Fried Tiger Prawns 6 pieces
in sweet and sour sauce   €5.90",5.9
MixiMixi,40 Soybeans,40 Soybeans boiled in salted water   €4.80,4.8
MixiMixi,13 Peking Soup,"13 Peking Soupsour-spicy 
with meat of your choice   €3.30",3.3
MixiMixi,19 Vegetarian Glass Noodle Soup,"19 Vegetarian Glass Noodle Soup with morels, Chinese cabbage, carrots, garlic and coriander   €3.30",3.3
MixiMixi,20 Glass Noodle Soup,20 Glass Noodle Soup with an ingredient of your choice  €3.80,3.8
MixiMixi,14 Wonton Soup,14 Wonton Soupwith an ingredient of your choice  €3.80,3.8
MixiMixi,100 Vegetarian Pan,100 Vegetarian Pan very spicy   €10.80  Popular,10.8
MixiMixi,110 Red Curry with Rice,110 Red Curry with Rice spicy  €11.80  Popular,11.8
MixiMixi,120 Yellow Curry with Rice,120 Yellow Curry with Rice spicy  €11.80  Popular,11.8
MixiMixi,130 Basil with Rice,130 Basil with Riceslightly spicy   €11.80,11.8
MixiMixi,140 Fried Rice,"140 Fried Rice in spicy soy sauce with fresh vegetables, egg and pineapple   €10.40  Popular",10.4
MixiMixi,150 Fried Egg Noodles,"150 Fried Egg Noodles with vegetables, egg and pineapple   €10.40",10.4
MixiMixi,170 Fried Noodles,"170 Fried Noodles with a type of pasta of your choice, vegetables and a fried egg   €10.50  Popular",10.5
MixiMixi,"Pepsi 0,33l","Pepsi 0,33l  contains caffeine 8,0 mg/100ml, incl. 0,15  € deposit, 9,24  €/L    €3.20",3.2
MixiMixi,"Pepsi Max 0,33l","Pepsi Max 0,33l   inclusive 0,15  € deposit, 9,24  €/L    €3.20",3.2
MixiMixi,"Mirinda 0,33l","Mirinda 0,33l   inclusive 0,15  € deposit, 9,24  €/L    €3.20",3.2
MixiMixi,"Seven Up 0,33l","Seven Up 0,33l   inclusive 0,15  € deposit, 9,24  €/L  
  €3.20",3.2
MixiMixi,"Schwip Schwap 0,33l","Schwip Schwap 0,33l   inclusive 0,15  € deposit, 9,24  €/L  
  €3.20",3.2
MixiMixi,"Gerolsteiner Naturell 0,75l  ","Gerolsteiner Naturell 0,75l   inclusive 0,15  € deposit, 7,87  €/L    €5.90",5.9
MixiMixi,"Gerolsteiner Sprudel 0,75l  ","Gerolsteiner Sprudel 0,75l   inclusive 0,15  € deposit, 7,87  €/L    €5.90",5.9
MixiMixi,"Schweppes American Ginger Ale 0,2l","Schweppes American Ginger Ale 0,2l   inclusive 0,15  € deposit, 14,00  €/L    €2.80",2.8
MixiMixi,"Schweppes Original Bitter Lemon 0,2l","Schweppes Original Bitter Lemon 0,2l   inclusive 0,15  € deposit, 14,00  €/L    €2.80",2.8
MixiMixi,"Schweppes Tonic Water 0,2l","Schweppes Tonic Water 0,2l   inclusive 0,15  € deposit, 14,00  €/L    €2.80",2.8
MixiMixi,"Elephant Bay Blueberry 0,33l","Elephant Bay Blueberry 0,33l   inclusive 0,15  € deposit, 9,70  €/L    €3.20",3.2
MixiMixi,"Elephant Bay Peach 0,33l","Elephant Bay Peach 0,33l   inclusive 0,15  € deposit, 9,70  €/L    €3.20",3.2
MixiMixi,"Clausthaler Alcohol-Free 0,33l","Clausthaler Alcohol-Free 0,33l  <0,5%VOL, incl. 0,08  € deposit, 7,88  €/L   
  €2.60",2.6
MixiMixi,"Schöfferhofer Naturtrüb 0,5l  ","Schöfferhofer Naturtrüb 0,5l  5,0%VOL, incl. 0,08  € deposit, 8,40  €/L   
  €4.20",4.2
MixiMixi,"Binding Römer Pils 0,5l  ","Binding Römer Pils 0,5l  4,9%VOL, incl. 0,15  € deposit, 8,40  €/L  
  €4.20",4.2
Moka Roasters,Puff Pastry Pie Spinach and Feta,Puff Pastry Pie Spinach and Feta  €4.50,4.5
Moka Roasters,Feta Salad,"Feta Saladwith tomatoes, cucumber, onions, olives, peppers, feta cheese and olive oil  €8.10",8.1
Moka Roasters,Popi's Beetroot Salad,"Popi's Beetroot Saladwith beetroot, baby spinach, walnuts, croutons, feta cheese, chickpeas, spring onions and homemade balsamic dressing  €9.50",9.5
Moka Roasters,Watermelon Sun Salad,"Watermelon Sun Saladwith watermelon, feta cheese, blueberries, physalis, tomatoes, cucumber, Moroccan mint, croutons, olives and homemade lime dressing  €9.50",9.5
Moka Roasters,Green Boost Salad,"Green Boost Saladwith rocket, tomatoes, salmon, fried egg, avocado, spring onions, croutons and homemade balsamic dressing  €15.90",15.9
Moka Roasters,Honey Bowl,"Honey Bowlgreek yogurt, seasonal fruit, walnuts and honey  €6.80",6.8
Moka Roasters,Quinoa Bowl,"Quinoa Bowlvegan, lactose-free 
with chickpeas, carrots, cucumber, fresh onions, sunflower seeds and cashew with homemade lime dressing  €8.60",8.6
Moka Roasters,Mango Bowl,"Mango Bowlvegan, lactose-free and gluten-free on request
mango, bananas, granola and seasonal fruit
The dish may contain traces of nuts  €8.70",8.7
Moka Roasters,Pink Pitaya Bowl,"Pink Pitaya Bowlvegan, lactose-free and gluten-free on request
pitaya, banana, granola and seasonal fruits 
The dish may contain traces of nuts  €9.80",9.8
Moka Roasters,Green Boost Bowl,"Green Boost Bowlvegan, lactose-free and gluten-free on request
green spirulina, bananas, avocado, granola and seasonal fruit
The dish may contain traces of nuts  €9.80",9.8
Moka Roasters,Acai Bowl,"Acai Bowlvegan, lactose-free and gluten-free on request
acai, bananas, blueberries, granola and seasonal fruits
The dish may contain traces of nuts  €9.80  Popular",9.8
Moka Roasters,Blue Lagoon Bowl,"Blue Lagoon Bowlvegan, lactose-free and gluten-free on request
blue spirulina, mango, bananas, granola and seasonal fruit
The dish may contain traces of nuts  €9.80",9.8
Moka Roasters,Avocado Sandwich,Avocado Sandwichwith green pesto and rocket  €8.90  Popular,8.9
